age,gender,eye_cream,exfoliator,peptide,cleansing_oil,sun_cream,cream,cleanser,face_mask,sunscreen,bath_salts,body_wash,ha,mask,toner,mist,body_lotion,gel,moisturizer,hair,serum,cluster,user_id
87.0,1,0,14,0,0,0,0,25,4,0,0,17,0,0,0,6,94,0,6,0,26,0,b16a0a52-9271-435f-b925-374e6077b4f0
21.0,0,0,0,0,0,0,0,0,77,0,0,40,0,17,0,0,23,0,19,30,23,3,506e4a27-5c47-44eb-bdbe-8441a2cf6a01
78.0,1,0,17,0,0,0,0,12,17,14,0,1,0,0,0,0,43,11,27,30,11,0,d9253c0e-2ec9-485c-8d53-6c332a703d1d
31.0,0,0,8,0,0,0,70,12,0,0,0,0,0,0,2,12,74,0,15,9,0,3,367ddcbc-5a06-49e9-871c-05a23e7e315d
76.0,0,0,8,0,0,0,23,0,4,14,5,0,0,15,0,15,20,0,0,28,3,1,35902849-65da-40a6-8800-a2b7efc0cdaa
58.0,1,0,10,0,0,0,0,19,0,11,0,17,0,10,0,27,0,0,28,28,16,2,b185c9e1-21e4-48c9-ab53-d47d187b7e31
21.0,1,0,17,0,0,0,0,61,0,17,0,0,0,18,0,0,57,0,7,24,4,4,ee545f8e-63a3-4ef5-9c8a-e73b4e5b3b47
70.0,1,0,16,0,0,19,17,27,0,0,0,0,0,0,0,24,0,0,13,15,37,0,9962ce92-8351-498b-8a45-5c924327efff
82.0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,0,41,69,0,0,39,10,1,2f04fed4-8e49-4853-82bb-6da222abe4aa
57.0,1,0,0,0,0,0,18,2,0,3,0,5,0,0,0,17,78,7,6,26,11,0,a96ebace-abda-4ca5-8ea0-a51ab67efe8a
12.0,0,0,0,0,0,0,21,0,0,0,0,78,0,0,0,0,35,0,4,17,14,3,fbf2d85f-56c7-4817-b9ef-d7c38655b0ac
43.0,0,0,31,0,18,19,0,8,15,0,0,0,0,0,0,0,72,0,15,17,0,3,ac2012bf-69b6-493f-8a7b-bc820b60096b
40.0,1,0,9,0,0,0,0,24,0,19,0,0,0,0,0,0,33,0,42,17,9,4,2849ce08-318d-4c45-bf35-9ccd921800ca
25.0,1,0,0,0,0,0,17,0,0,0,0,31,16,0,18,0,2,0,14,22,0,4,a6724a8c-478b-48b8-8472-8e7fbfc8511a
55.0,0,0,10,0,0,9,12,10,0,0,0,66,0,0,0,0,19,0,10,6,0,1,c9f39262-4f67-4126-a8e5-55efc716a78d
37.0,1,0,79,0,0,0,22,0,10,0,5,0,0,3,0,1,25,13,2,19,0,4,8bea1d3a-187e-414c-bd10-3c83bec8aaf3
79.0,1,0,21,0,0,0,0,0,15,0,0,2,0,0,8,2,60,15,18,15,0,0,2648c267-edc6-43fc-8cca-ff0ecd1c1080
34.0,1,0,0,0,2,1,1,2,7,0,0,0,0,8,0,0,3,0,26,40,34,2,4b4e8ecb-eb2f-4ae0-85fd-2352a628a1c6
74.0,1,0,1,0,0,0,8,5,0,0,27,12,0,18,0,0,32,11,0,16,16,0,6abc82bd-5069-46cc-88bd-eebe72d985fa
21.0,1,0,11,0,0,0,0,0,0,0,0,44,0,0,0,11,41,0,0,8,87,4,2fb75d6e-2392-4bdb-a05e-5a08b1186926
17.0,0,0,7,0,0,0,15,0,4,0,0,10,0,0,11,0,14,0,38,14,7,3,9efb0287-b3d5-430d-a714-bd6a3b0d9e8c
26.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,32,0,33,50,4,3,5ce011cf-54d5-4775-a6ca-f8458535fb03
66.0,0,0,4,0,0,0,25,0,0,0,0,7,0,0,0,0,0,0,72,92,9,1,d1574d28-b8dd-46e7-ac41-a3f606b46b52
24.0,0,0,6,0,0,0,0,0,0,0,0,11,0,10,0,0,50,0,0,44,21,3,6df04234-df97-4fbb-b1af-dff75c974b56
75.0,0,0,29,0,2,0,26,0,0,0,0,16,0,0,0,27,0,0,0,63,6,1,e8188683-5178-460f-9bd5-574a56a0df34
88.0,1,0,19,0,0,0,21,0,0,0,0,84,0,2,0,10,8,0,57,18,0,0,de784947-6218-4d24-9000-4c2a980109bf
17.0,0,0,50,0,0,0,45,0,0,0,0,20,0,0,0,9,31,0,4,27,0,3,a75a204a-52dd-4267-83fc-f1da7004f495
52.0,0,0,0,0,0,0,0,0,0,0,1,7,76,0,0,18,41,7,7,4,23,1,bbce8085-8c2a-4381-9395-22bda8da64d5
8.0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,11,0,15,66,0,3,a494b589-8b5f-4db4-b283-c298caf5f78c
7.0,1,0,0,0,0,0,15,5,0,0,0,12,0,0,0,0,57,0,27,35,7,4,68303712-dd84-43fa-b375-767d0f089457
55.0,1,0,3,0,0,10,12,23,0,0,0,0,0,0,0,0,5,18,80,24,16,2,fe9840bc-3e26-4e69-9dfa-12457ae34855
83.0,0,0,20,0,0,0,0,17,12,0,0,0,0,10,0,0,14,0,12,31,20,1,996adfd7-b0c2-4de5-92f2-f0ffbb59d75d
89.0,0,0,1,0,0,0,2,19,0,0,0,4,0,0,0,0,111,0,0,17,26,1,98b55c49-8aad-4657-a31b-1a9374887378
1.0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,18,101,0,10,22,45,3,ab884ee7-9cd3-4ab5-b4f1-653dbea55811
6.0,1,0,0,0,0,0,6,17,11,0,0,32,0,0,0,81,0,16,19,22,0,4,53047ada-22bc-4b06-bfe4-c15aae61f865
7.0,0,0,31,0,0,0,20,0,4,0,0,3,15,0,0,0,26,0,0,30,18,3,e06bc93b-42f1-4250-a31d-da00e73b5078
5.0,1,0,5,0,0,0,1,0,0,0,0,0,0,5,0,2,27,15,29,33,16,4,f24c26e4-05d8-40d2-8305-866124c3ea37
13.0,0,0,9,0,0,63,0,0,0,0,0,0,0,0,0,27,6,0,29,25,22,3,4a202d08-215c-4253-8bd4-26c9d5e26b9d
7.0,0,0,0,0,0,31,0,0,0,1,0,79,0,14,0,0,16,0,0,50,7,3,1037a3df-8918-4e72-8fc2-5c9ba35bb7a2
84.0,0,0,17,0,0,0,0,0,0,0,0,9,0,0,0,0,48,0,0,31,19,1,6bc2382b-8950-4442-a119-f2818c596bab
92.0,0,0,15,0,0,0,12,0,0,0,0,0,0,0,56,16,38,0,14,29,0,1,f12cedec-7618-4147-bd1c-42c1a1b979a1
80.0,0,0,20,0,0,0,0,0,0,0,12,5,0,19,0,0,32,5,12,39,0,1,087af9a5-f168-465f-a7aa-1b418ebbec87
52.0,1,0,0,0,0,0,0,100,0,0,4,37,0,0,0,17,19,0,0,44,0,2,cc888550-2453-42b7-b5b9-ce38d645be3f
1.0,1,0,13,0,0,0,38,0,10,0,0,1,0,0,0,0,0,0,11,58,32,4,b603c2cb-2cab-4aa6-a856-9de97e77cdce
43.0,1,0,12,0,0,0,19,0,0,0,0,8,0,0,0,11,62,0,16,24,0,4,487b2e49-15aa-4e83-b55a-a24efdac466e
11.0,0,0,86,9,0,0,10,0,0,0,0,22,0,0,0,0,28,18,8,14,37,3,2655570d-eb11-4e99-8fcf-8bcb1d8b3fec
31.0,1,0,0,0,0,14,66,0,0,0,0,13,0,0,19,0,24,0,20,20,0,4,e1988a7a-4e3d-41a7-b0ce-6834bb986b63
13.0,1,0,28,0,0,0,0,0,0,0,0,4,0,8,0,13,0,0,26,8,38,4,f45cc973-f939-4b13-ab6a-5ff78313a1ae
13.0,0,0,0,0,0,0,6,15,0,7,0,13,13,0,0,0,20,0,70,0,9,3,56bf9c7a-9ef3-4536-889d-a9ab1fc2e677
0.0,0,0,0,0,0,2,15,0,32,0,0,90,0,0,0,22,18,15,1,10,16,3,172db9fb-a90b-441a-85e9-f882a632fc8c
4.0,1,0,7,0,0,6,8,13,39,12,0,0,0,0,0,0,3,1,0,49,24,4,d7a1de15-acbe-443b-920e-b05d8981cf0e
13.0,1,14,7,0,0,0,0,16,26,0,0,0,0,0,0,0,22,4,0,61,3,2,e82017d6-a6bb-4523-9ad3-879404a814dd
46.0,0,0,12,0,0,0,0,0,15,0,11,0,0,0,0,0,32,1,71,24,8,3,815a497d-07ac-4727-b9d4-a730eb10a000
22.0,0,0,13,0,0,15,19,3,8,0,2,63,0,19,0,0,19,0,21,0,0,3,fa0dbe22-a552-4631-b5b4-575c98892f0d
20.0,1,0,36,0,0,0,0,0,0,0,0,24,0,0,15,0,0,0,0,28,20,4,e107b7ab-9208-4260-a1ea-1e282e077478
59.0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,25,0,0,34,75,23,1,cc8430ee-e9d1-4181-a951-f1e650590099
51.0,1,0,4,0,0,0,0,35,0,0,0,0,0,16,58,0,15,0,18,20,0,2,97ef0733-072f-4eca-8347-bb8260439df0
86.0,1,0,19,0,0,0,0,0,0,0,0,36,0,3,0,12,17,0,16,85,10,2,efa29ffe-e232-4bd6-acc0-00ebfad35678
38.0,0,0,5,0,0,0,2,0,0,0,0,42,0,0,0,42,44,0,24,0,0,3,b410e964-4f4a-478a-9420-f49f42f916a4
24.0,1,0,16,0,0,0,0,1,32,12,0,0,0,2,0,34,17,0,3,1,34,4,cea4c410-8538-4c46-85dc-afbc07cbdfb0
89.0,0,0,15,0,0,0,27,5,0,0,0,6,0,0,0,15,14,0,21,23,5,1,fcf30ad2-e785-4f29-8816-cb71953518c8
1.0,0,0,73,0,0,7,4,13,0,0,0,22,0,0,0,0,71,0,0,12,0,3,eef596d4-77fb-4ac0-9e78-e79a033654fb
0.0,0,0,1,0,0,0,9,0,18,2,0,0,0,0,0,4,28,0,19,80,0,3,85f3cf1d-8883-4c4e-ab46-97a6b6b7b481
32.0,0,0,29,0,0,0,0,4,0,0,0,42,0,0,0,0,36,0,0,30,0,3,2f30ec15-17eb-4db1-b924-b17487a9e42c
66.0,0,0,0,0,0,1,14,0,0,0,0,4,0,13,0,0,35,0,0,62,0,1,24e69576-b691-470f-a66c-8417cabd171b
95.0,0,0,27,0,17,19,7,13,0,0,0,27,0,0,0,0,30,0,17,26,0,1,4987433d-c620-4697-b6ca-d9842324361e
70.0,1,0,6,0,0,0,21,12,2,0,0,46,0,0,0,34,14,3,24,4,0,0,63ad82fb-c7ca-4d18-ab60-447520dccab6
10.0,1,0,24,0,0,7,3,0,0,0,0,19,0,0,0,0,43,0,25,25,0,4,a2dfdb06-4b1e-45db-b956-1268fc35445f
31.0,0,0,11,0,0,0,0,12,0,0,0,13,0,0,2,18,14,0,14,36,9,3,f1360b7f-9278-4986-bbf8-a99902b058ee
24.0,1,0,16,0,0,0,6,17,12,0,0,10,0,0,0,0,52,0,0,34,0,4,fca18fd3-af05-4ecb-a474-fd57e931c5e4
89.0,1,0,40,0,0,0,0,19,0,0,0,0,0,0,0,0,24,0,31,39,7,0,c8decc2c-88d4-4284-9c88-b190bccc36f0
84.0,0,0,15,0,0,0,2,0,0,0,0,14,0,7,0,19,0,0,25,56,13,1,2494c9e1-e230-4bea-908b-1e1ae890fc71
22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,25,43,69,3,c263a5cb-4f5f-410a-bc07-015aeb2f5758
51.0,1,0,15,0,0,17,0,29,0,0,0,14,0,0,0,0,6,0,37,73,15,2,a406b025-3013-43af-a0e9-390832cccdfe
39.0,1,0,9,0,0,0,0,19,0,0,0,6,0,5,0,10,18,0,6,33,74,4,e5854515-75ae-4501-9e9b-7dd361efac7b
72.0,1,0,65,0,0,0,6,0,0,0,15,18,0,0,0,0,17,0,28,15,10,0,87f2b7e9-d12b-4978-a920-13ebf8d3ae79
34.0,0,0,7,0,0,0,0,0,0,0,0,45,0,18,0,0,11,0,46,53,0,3,3e2689ed-b4e3-4364-bc24-f84a7157830f
21.0,0,0,38,0,0,6,1,0,0,0,0,4,0,17,0,0,33,0,28,6,12,3,f82e1123-a66c-4909-8ec8-3d9850ba0678
54.0,0,0,0,0,0,0,16,6,0,0,0,30,0,0,0,18,34,9,0,1,31,1,d29878ff-a533-4a5b-a373-bbd8663ce7a3
65.0,1,0,3,0,0,0,23,0,0,0,0,12,0,5,0,3,0,0,0,45,6,2,0b0068ed-abfb-4c19-bf5d-44efa5269d4c
35.0,1,0,73,0,0,0,19,0,0,0,0,16,0,0,0,27,20,0,2,5,1,4,34ddfdf7-b939-4064-9c90-efb7cda22d5c
23.0,1,0,0,0,0,0,12,0,0,32,23,25,0,0,0,27,19,0,0,32,0,4,ee1e5b96-f45b-4118-940a-fdc2ffeae3de
95.0,1,0,0,0,0,0,3,2,0,1,0,6,0,0,0,0,37,16,52,19,0,0,decdf040-f450-4cf5-a5fe-6acb9ac45ce4
64.0,1,0,42,0,0,0,0,9,0,19,0,20,0,0,0,0,14,0,12,17,15,0,e587e848-8440-4a00-8d09-69179ffe8aa3
93.0,0,0,0,0,0,0,2,15,0,25,0,1,0,0,0,0,4,0,0,66,30,1,01a4c4b3-fcbe-470f-8027-a99f7ead3988
97.0,0,0,16,0,0,0,4,2,0,0,0,31,0,0,0,0,40,1,0,11,0,1,50910860-101f-46c3-8bdd-48e258def735
34.0,1,0,0,0,0,8,0,0,0,0,0,32,0,0,0,13,123,0,21,18,4,4,0367a622-149a-48c8-82f6-aee76f92130e
54.0,1,0,3,0,0,0,15,0,0,0,0,20,0,0,0,0,55,0,14,68,13,2,af107591-e38c-4900-bef6-fd8de1b85cf3
4.0,1,0,14,0,0,0,0,0,0,0,0,18,0,0,0,17,34,0,33,25,46,4,142bb778-5df1-4d29-99db-9bc1d075bc59
28.0,0,0,5,0,0,0,0,0,26,17,0,0,0,0,0,2,4,0,16,51,10,3,949c0665-b159-49a5-b7d2-c7544460783f
20.0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,31,0,8,47,0,3,6a1a7b68-2abd-4667-8b37-5dd48d04cbbb
11.0,1,0,0,0,0,0,8,0,15,0,0,29,0,4,0,0,53,0,0,47,18,4,6da0bca9-deb8-4dd4-881a-cbcaaec97046
89.0,1,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,23,0,82,18,14,0,28200820-d398-4dd4-8178-68ab355562bb
81.0,1,0,20,0,0,0,3,0,0,0,0,27,0,0,0,0,20,15,14,13,94,0,6b9661c5-99b3-4900-9f0e-9e81a08354fb
12.0,0,0,15,0,0,0,30,6,0,0,0,23,0,0,0,1,18,0,26,0,20,3,91d27f29-3fda-46ca-ab60-6992ec30546d
91.0,1,0,83,0,0,0,0,6,0,0,0,17,0,0,0,0,8,0,17,61,23,0,d59f2a55-7824-4f15-8f8f-cf2b21f9d20f
67.0,1,0,0,0,16,0,0,0,0,0,0,28,0,0,0,4,8,0,9,78,60,2,2083d249-d6ab-4b85-aec1-25bf15d1fae4
78.0,1,0,5,0,0,0,74,0,0,0,0,0,0,0,0,0,61,14,14,14,3,0,2258e6aa-443c-4e71-9a57-ed1301d90c5f
89.0,1,0,14,0,0,0,0,4,0,0,0,0,0,0,3,3,29,17,14,12,56,0,b9a180ab-e4ea-425f-ba8e-bc744990409b
60.0,1,0,14,0,0,0,0,3,11,0,0,0,0,7,0,15,60,15,14,19,0,0,38f56e41-3275-4fe7-9d6e-5de63c07a486
30.0,1,0,29,0,0,0,0,0,0,0,0,34,0,18,0,23,23,0,0,39,0,4,8cec8180-9b2e-4cc3-85bf-a6fb6161d55e
83.0,0,0,0,0,0,0,16,11,0,16,0,0,0,0,0,14,5,0,19,52,29,1,7e4de365-3ae4-4041-a8ae-aaa02a54701d
78.0,0,0,0,0,0,10,0,9,16,0,0,0,0,0,0,49,40,7,0,14,16,1,6067f8df-daa4-44da-8425-d0a7f6ef21e5
18.0,0,0,0,13,0,0,0,41,8,0,0,34,0,0,0,6,12,0,15,33,19,3,c5a3b588-4147-45a3-b8ff-ad937c7712bc
36.0,1,0,2,0,0,0,0,23,7,0,0,16,0,11,0,0,40,0,30,22,0,4,4d4965dd-a4ea-4828-b772-c76316259950
90.0,0,0,18,0,0,0,0,18,0,4,0,0,0,1,11,59,0,0,24,25,7,1,803900cd-22e5-4e99-a3c9-88ff8ce40650
37.0,0,0,12,0,0,0,18,0,0,0,0,0,8,0,0,2,53,0,7,7,23,3,ce847256-9ea6-4ff4-8738-1ab179089969
12.0,1,5,21,0,0,0,13,0,18,0,0,0,0,3,0,14,23,0,0,9,0,4,067b27eb-786e-4529-84a0-06d4f3b4556b
84.0,0,0,5,0,15,0,2,0,18,0,0,9,0,0,0,0,31,0,16,18,37,1,cb29749a-63b8-409b-bf17-ccc59d20354b
47.0,1,0,7,0,0,5,16,0,0,0,0,6,0,4,0,0,1,3,51,16,22,4,8742914d-f2da-4860-9834-306183384159
39.0,0,0,0,0,17,0,0,18,6,0,0,16,0,0,0,17,67,0,22,28,35,3,dfa09db9-16a1-47ca-a2e6-5ee5d74d24d5
22.0,0,0,0,0,0,0,0,0,11,0,0,22,0,0,0,0,53,0,0,110,10,3,7ea4f45a-8dd9-432d-ba65-8e2113a4a34b
85.0,1,0,2,0,0,15,18,0,0,0,0,65,0,0,0,4,39,0,0,23,0,0,15af730d-f936-4bc7-a289-364e8acc5d50
3.0,1,0,0,0,0,0,62,0,0,0,0,15,0,0,0,14,10,16,12,3,10,4,d3856d64-3108-4fbf-8075-d9d3c5ea1429
97.0,0,0,0,0,0,0,0,21,0,0,0,48,0,0,0,0,16,0,24,11,11,1,95ecd454-529e-4f00-8add-9a04b2606959
98.0,1,0,0,0,0,0,17,4,15,9,15,0,0,9,0,0,26,0,0,54,15,0,b59948e6-e94f-43a3-8a8a-3538bf79a2a7
68.0,1,0,18,0,0,0,0,0,0,0,0,28,0,0,0,9,23,16,13,3,2,0,624ada04-5811-4412-a1f9-c73268d85687
6.0,1,0,14,0,0,0,0,19,0,8,5,2,0,0,0,0,0,0,125,27,3,4,9cf5fecb-aa4d-40aa-a44e-3d85aa35283c
31.0,1,0,7,0,0,19,1,0,0,0,0,88,0,18,7,0,24,0,4,0,0,4,8ca32799-983f-42b1-a99a-4410346ecc78
40.0,0,0,23,0,0,0,0,0,0,0,0,37,0,14,0,0,21,8,44,0,13,3,3b5be76f-3aa3-444f-9af3-db2fb6cc41fd
65.0,0,0,0,0,0,0,0,0,0,0,0,93,0,4,0,7,40,0,17,11,9,1,7f5910e0-36ae-4b40-8a97-4aac266caa76
7.0,1,0,13,0,0,0,25,13,13,0,0,12,0,0,0,0,12,0,32,79,0,2,46711186-418c-41d6-a9fe-6b35cb1e37fd
22.0,0,0,4,0,0,0,15,2,34,0,0,7,0,0,0,13,0,12,39,16,5,3,17c8cdf7-e128-4bd3-9390-9e7e06f2258d
22.0,1,0,0,0,0,10,0,0,7,0,0,0,0,0,0,7,7,0,2,57,30,2,eb40ce80-83a0-460a-86f9-1b10386f6039
22.0,1,0,4,0,0,0,0,0,0,0,0,70,0,0,18,7,0,0,13,32,28,4,aa350beb-3ec7-4907-8567-127e41139a6d
22.0,1,0,0,0,0,0,0,10,0,7,0,1,0,0,0,0,89,0,7,8,19,4,44dadcde-1f4c-4f65-9836-c1fc344f55b4
22.0,1,0,19,0,0,0,0,12,11,0,0,0,0,0,0,0,23,0,2,39,5,4,1747f904-4db8-405b-92f2-3532aba2e2a5
22.0,0,0,33,0,0,0,6,22,0,0,0,0,0,2,5,0,76,0,14,30,2,3,e16611e0-29e0-44d0-b3ec-9606e6d2bf3d
22.0,0,0,14,0,0,0,0,10,0,0,0,9,0,0,5,26,22,0,17,13,29,3,d7021d56-f460-4258-9f4b-a798bdab162c
22.0,0,0,78,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,17,38,11,3,e6cfd441-88de-4dae-b426-1cb2416dffd4
22.0,0,0,8,0,0,0,3,74,0,0,0,2,0,0,0,0,32,0,21,5,24,3,6336849a-fa87-40f3-b2ca-a6b73c039232
22.0,0,0,0,0,0,22,17,18,0,0,0,15,0,1,0,0,15,0,22,12,78,3,4653ea68-9115-4f52-a016-6c3dc977c36f
22.0,1,0,34,0,0,0,0,13,0,0,0,0,0,16,0,6,23,5,24,42,9,4,b4843673-4f08-411f-b6b4-4288a16571c9
22.0,1,0,45,0,11,18,0,0,0,0,0,16,0,2,0,8,22,0,0,13,2,4,ceeb10f9-d220-4d8a-b576-d17517626952
22.0,1,0,0,0,0,0,9,0,0,0,8,0,0,0,0,13,26,4,43,12,18,4,86e34ac8-ff48-4c5b-a9ba-9c0ae2fcdf5d
22.0,0,0,0,0,0,0,3,0,25,0,0,1,0,0,0,18,44,0,19,29,10,3,7e8c12bd-2cdc-4746-ab15-3a50a2645b3f
22.0,0,0,41,0,0,0,58,2,0,0,0,14,0,1,12,3,0,0,9,2,13,3,4aa8b492-c26a-4d9c-b600-c1827dc0af1a
22.0,0,0,21,0,0,0,25,0,0,0,0,19,0,0,0,0,10,0,26,8,13,3,e5159ae5-a6fd-4843-bb64-245ae6c07ab6
24.0,1,0,34,0,0,0,0,0,0,0,0,17,0,22,0,11,45,11,0,7,15,4,d86427e0-77f1-4fe8-aea1-e4105753b75e
72.0,1,0,18,0,0,0,8,1,17,0,0,44,0,15,0,0,10,0,13,18,0,0,cb52f104-3023-4df0-892a-62afe1382922
22.0,1,0,9,0,0,0,0,0,0,0,0,24,0,8,0,0,37,3,0,0,38,4,890ebb7d-d550-465c-8567-a88baeb22837
22.0,0,0,13,0,0,0,40,7,0,0,0,8,0,11,0,0,30,0,4,13,17,3,5924cc94-5220-4138-bc3b-8e6b951b6dcd
36.0,1,0,19,0,0,16,1,7,0,0,0,2,0,0,0,0,40,0,31,0,17,4,97a80c17-b7c4-4f36-9f8c-3b11d4ea3587
22.0,0,0,0,0,0,0,31,0,33,0,0,0,0,0,0,0,36,18,0,57,1,3,97a6a52f-16c0-4887-a079-04b9b4dca201
22.0,0,0,14,0,0,0,0,0,0,13,0,10,0,0,0,78,18,11,0,28,17,3,b245e5d4-ae94-4bf9-beaa-435bcc0ae268
22.0,0,0,12,0,0,0,7,0,0,10,0,27,0,0,0,0,19,0,10,11,44,3,59d2b72f-a3ed-414b-9a2a-65ebb65888bf
22.0,0,0,6,0,0,0,48,0,0,0,0,0,0,0,0,0,3,16,19,34,7,3,a6ef22dd-b57a-41cd-84b2-59d5f05fa429
22.0,1,0,22,0,0,0,7,0,0,0,0,17,0,0,0,14,20,0,9,14,0,4,bea070ed-aa02-4cd0-b799-c15fd2211f22
22.0,0,0,8,0,0,0,25,28,0,0,10,7,0,0,0,0,9,0,24,43,0,3,a7369427-1289-4530-86b7-9f9465c7c472
22.0,0,0,13,0,0,0,0,0,0,0,0,12,0,56,0,0,35,0,10,57,4,3,7af52e7f-9b6f-48de-948d-f1c5af54d626
73.0,1,0,5,0,0,0,12,0,0,1,14,0,0,0,0,0,32,2,80,17,15,0,f7a9ab3c-11f0-4342-a1b1-67a95b941036
18.0,1,0,0,0,0,0,31,0,0,0,0,0,0,10,18,1,17,0,19,41,5,4,b83f0c3b-abe2-498f-bcc7-8321ca9e9535
13.0,0,0,0,0,0,14,28,38,0,0,0,0,0,0,0,0,22,0,9,19,25,3,04009392-71f4-456a-a6c3-7e2773e3414a
37.0,0,0,50,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,13,34,47,3,a0691bd2-49bc-4871-b1ab-8f2786dfea21
62.0,1,0,17,0,0,0,0,14,0,7,69,5,0,7,0,0,12,0,0,23,28,0,2f943536-869e-445b-b8ea-8547b1b7d4c2
28.0,0,0,0,0,0,3,0,0,47,26,0,3,0,0,0,35,32,0,13,3,14,3,dd943ee6-06f2-4092-89b6-1b6ce11eb95b
0.0,1,0,17,0,0,0,0,9,0,0,0,28,0,0,15,0,68,0,31,23,6,4,aa896e45-f9b7-4fc8-8fd9-c2cbb1deaff6
11.0,0,0,17,0,0,13,19,0,53,0,0,17,0,0,0,22,13,0,0,29,17,3,5fdbd4cd-dd88-4b51-bf9b-b6c0fc388cc9
47.0,1,0,72,0,0,0,0,16,0,0,0,10,8,1,0,0,13,0,0,26,18,4,de7878d0-58a1-4eb9-a508-032dbd579c6d
86.0,0,0,1,0,0,18,16,0,0,0,0,75,0,0,0,15,30,0,25,35,0,1,082f2a35-aa53-475b-aa3f-cb2973a353dc
13.0,1,0,31,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,14,14,52,4,6599c1c8-094b-46aa-ab32-473718971e04
59.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,7,7,63,0,2,40cb5851-f8f8-4d6d-89b2-b5f2a1a3dfae
68.0,0,0,0,0,0,0,5,16,0,0,0,19,0,0,0,48,7,9,17,29,6,1,7748e43a-d161-4598-9be3-1a166c19009c
48.0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6,45,0,2,111,0,2,cce72ebf-61b1-4833-8b7a-a44c14fa9e46
9.0,1,0,0,0,0,0,9,13,12,0,74,19,0,0,0,0,43,0,20,25,0,4,c6fa6db1-2f6d-43c9-86fb-6b6ec3a8a127
93.0,0,0,0,0,0,0,13,15,0,0,0,50,0,11,18,0,36,0,0,2,0,1,aa652fec-e0e6-4b17-b561-3ba70d812bc8
25.0,1,0,32,16,0,7,17,0,0,0,0,19,0,9,0,0,6,0,0,13,47,4,9c0d8f96-95cb-47cd-b915-ef8a3f9772a8
69.0,1,0,31,0,0,0,7,0,23,0,0,0,0,0,0,9,19,0,0,112,9,2,655f87de-446e-48b7-ab9f-4b447022ed7f
91.0,1,0,0,0,0,0,19,0,18,17,0,29,0,0,0,0,16,0,14,52,14,0,38eb73da-b4b5-48f9-82fb-85b93925a638
33.0,1,0,0,0,0,0,13,0,0,35,18,0,0,0,0,0,37,0,22,51,0,2,3be3f994-ba04-4060-9069-c658e79cba4a
73.0,1,0,45,0,0,0,0,0,1,0,0,4,0,0,0,0,30,0,64,41,7,0,ffee7154-9674-4637-aefd-92728bd880fa
15.0,1,4,16,0,0,27,0,7,0,0,0,0,0,0,15,21,11,52,32,0,21,4,af3676e7-4c84-49cc-884e-4f806e343f92
55.0,1,0,18,0,0,0,8,0,0,0,0,19,0,0,0,0,35,0,17,83,14,2,7d87234d-c605-4ce6-b211-a27282c8dac2
79.0,0,0,0,0,0,13,14,21,0,10,0,0,0,0,11,17,17,17,0,60,3,1,4978005e-fee0-461e-a1af-35b38cb3fdb7
91.0,0,0,77,0,0,0,2,0,0,17,0,0,0,0,0,0,0,15,2,58,8,1,d3ba79e7-bf98-4fde-9f5b-61ceba1a18d5
59.0,1,0,12,0,3,0,43,0,0,0,0,16,0,0,0,0,15,24,0,46,0,2,b5255abb-d6bd-45ae-9891-eef2ef77d942
22.0,1,0,2,0,0,0,4,11,0,0,0,25,0,0,0,17,83,17,0,35,0,4,0b7266c9-4c3a-43ec-9da5-b24ef29e862c
1.0,0,0,10,0,0,0,6,0,15,18,0,12,0,0,0,0,29,12,0,15,19,3,d57f3cb8-109e-467c-be26-b365f88452c4
50.0,1,0,19,0,0,0,15,5,0,0,0,0,0,9,0,15,23,0,0,44,10,2,3e64b970-8fa3-4877-9901-55495c211e68
96.0,1,0,24,0,15,0,36,0,0,0,0,0,0,0,0,10,0,71,9,57,8,0,066225f6-04f2-441a-ba06-235d8df007c3
56.0,1,0,0,0,0,0,16,0,0,0,0,0,0,12,0,19,14,0,7,97,30,2,1235fa41-ed64-4a3f-b705-90e6a2717553
78.0,0,0,47,0,0,0,0,0,0,2,0,3,0,6,0,0,71,0,0,12,5,1,f7e9e4d8-c37d-4a52-96a5-e032f2c6dbea
3.0,0,0,0,0,0,5,10,0,0,0,2,13,0,0,0,10,30,0,15,54,0,3,e660c7b7-82b6-4d4d-ba87-7572f18ae975
74.0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,35,12,16,58,0,1,e2982a2e-53b5-4b01-9331-aa004c037587
96.0,1,14,0,0,1,0,0,19,0,0,0,18,0,0,0,0,17,4,19,73,0,0,3bee1df4-8a4b-4111-b43c-2666000e0128
