age,gender,user_id,eye_cream,exfoliator,peptide,cleansing_oil,sun_cream,cream,cleanser,face_mask,sunscreen,bath_salts,body_wash,ha,mask,toner,mist,body_lotion,gel,moisturizer,hair,serum
58,Female,e2bdb32d-4c67-4548-89c1-b57ba4cc1bca,0,3,0,0,0,50,0,0,0,18,13,0,0,0,8,12,0,0,49,18
59,Male,4c4c48e3-faee-491c-b187-7afcf2b37ee5,0,0,0,0,4,0,14,0,0,13,19,0,0,50,15,0,0,19,0,67
7,Male,650b5dfc-65bc-4258-8d0f-65ee82c13305,0,8,0,0,0,0,0,0,7,0,66,0,0,7,0,0,0,38,33,0
8,Female,9d99f1c1-ef4b-4334-b541-d12d745cabe8,0,0,0,0,0,0,0,13,0,0,55,0,0,16,0,7,0,42,0,33
16,Female,7d59351b-4f1f-46d9-acbe-f95f29986e1f,0,0,0,0,0,0,14,0,0,0,15,0,0,0,0,19,0,63,14,31
20,Male,780ac00e-3e28-4de0-b14e-3ae11083017b,0,26,0,0,0,11,15,0,0,0,18,0,4,0,0,66,15,10,18,0
95,Female,bd6e60ee-a3e1-4f9a-839c-0a97952ba64f,14,0,0,0,0,0,0,16,0,0,9,0,0,0,24,3,0,11,25,14
29,Female,a8d14aa1-3238-4733-92b4-a9eef6e391f8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,34,39,0,0,39,6
53,Female,313905fe-05bd-4a10-ae71-bff9c3d9280e,0,10,0,0,9,0,9,0,0,0,11,0,0,0,10,33,0,20,18,0
46,Female,15af8f38-d924-4617-96c3-8ea0330e264e,0,24,0,0,0,3,4,0,0,0,0,9,0,0,7,26,0,1,66,0
7,Male,927da51f-7f0a-4749-9983-3ffdd4f7c9f5,0,21,0,0,0,16,17,0,0,0,2,0,0,0,0,4,0,12,27,14
78,Male,96c853e6-8469-4c31-b411-d50b8e453012,0,0,0,0,0,19,0,7,0,51,27,0,0,0,0,27,0,20,0,10
86,Male,bf614084-8798-4c40-a4fa-607218792ea9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,127,0,19,38,17
66,Female,56922f55-4729-4a23-a79c-8787df5915ec,0,22,0,0,0,44,0,19,8,0,49,0,15,0,19,0,0,16,46,0
65,Female,66e71470-423b-4fd9-9d7f-4405ce9732a2,0,0,0,0,0,38,0,0,0,0,20,0,4,0,0,16,0,17,59,0
72,Male,ee10c4b7-f5cc-4cb1-b2d2-8b56dde76470,0,13,0,0,6,10,0,18,0,0,2,0,0,0,1,29,0,15,64,17
63,Female,7f252a20-7819-410b-ad2f-d5ae12282bb2,0,0,0,0,0,52,17,0,14,0,19,0,0,0,19,0,0,21,26,17
39,Female,537cd4a6-d86a-4ca2-847a-192fd253567d,0,16,0,0,0,0,0,8,0,0,34,0,5,0,0,5,0,16,44,17
58,Female,b04097d3-d547-4401-b9e4-2b67a51eb6df,0,12,0,0,0,19,0,0,0,0,10,0,0,0,0,47,3,0,56,10
20,Male,f11f473b-eee1-47fb-8e52-95eec4489ded,0,10,0,0,0,19,19,0,9,0,18,0,6,0,29,72,0,0,16,9
93,Female,d5c2c49e-8248-4506-864e-6577a24c7995,0,26,0,0,0,0,65,8,0,0,0,0,13,0,0,21,0,17,35,18
46,Male,5eda5774-bb7b-44ca-8bf0-2f7cef259fb2,0,0,0,0,12,0,19,0,0,0,17,0,0,0,0,20,0,26,26,18
25,Female,c0447797-d98b-44f4-9120-c2ffdaf621ff,0,0,0,0,0,14,0,0,8,0,6,0,16,0,0,7,0,0,84,18
87,Female,b16a0a52-9271-435f-b925-374e6077b4f0,0,14,0,0,0,0,25,4,0,0,17,0,0,0,6,94,0,6,0,26
21,Male,506e4a27-5c47-44eb-bdbe-8441a2cf6a01,0,0,0,0,0,0,0,77,0,0,40,0,17,0,0,23,0,19,30,23
78,Female,d9253c0e-2ec9-485c-8d53-6c332a703d1d,0,17,0,0,0,0,12,17,14,0,1,0,0,0,0,43,11,27,30,11
31,Male,367ddcbc-5a06-49e9-871c-05a23e7e315d,0,8,0,0,0,70,12,0,0,0,0,0,0,2,12,74,0,15,9,0
76,Male,35902849-65da-40a6-8800-a2b7efc0cdaa,0,8,0,0,0,23,0,4,14,5,0,0,15,0,15,20,0,0,28,3
58,Female,b185c9e1-21e4-48c9-ab53-d47d187b7e31,0,10,0,0,0,0,19,0,11,0,17,0,10,0,27,0,0,28,28,16
21,Female,ee545f8e-63a3-4ef5-9c8a-e73b4e5b3b47,0,17,0,0,0,0,61,0,17,0,0,0,18,0,0,57,0,7,24,4
70,Female,9962ce92-8351-498b-8a45-5c924327efff,0,16,0,0,19,17,27,0,0,0,0,0,0,0,24,0,0,13,15,37
82,Male,2f04fed4-8e49-4853-82bb-6da222abe4aa,0,3,0,1,0,0,0,0,4,0,0,0,0,0,41,69,0,0,39,10
57,Female,a96ebace-abda-4ca5-8ea0-a51ab67efe8a,0,0,0,0,0,18,2,0,3,0,5,0,0,0,17,78,7,6,26,11
12,Male,fbf2d85f-56c7-4817-b9ef-d7c38655b0ac,0,0,0,0,0,21,0,0,0,0,78,0,0,0,0,35,0,4,17,14
43,Male,ac2012bf-69b6-493f-8a7b-bc820b60096b,0,31,0,18,19,0,8,15,0,0,0,0,0,0,0,72,0,15,17,0
40,Female,2849ce08-318d-4c45-bf35-9ccd921800ca,0,9,0,0,0,0,24,0,19,0,0,0,0,0,0,33,0,42,17,9
25,Female,a6724a8c-478b-48b8-8472-8e7fbfc8511a,0,0,0,0,0,17,0,0,0,0,31,16,0,18,0,2,0,14,22,0
55,Male,c9f39262-4f67-4126-a8e5-55efc716a78d,0,10,0,0,9,12,10,0,0,0,66,0,0,0,0,19,0,10,6,0
37,Female,8bea1d3a-187e-414c-bd10-3c83bec8aaf3,0,79,0,0,0,22,0,10,0,5,0,0,3,0,1,25,13,2,19,0
79,Female,2648c267-edc6-43fc-8cca-ff0ecd1c1080,0,21,0,0,0,0,0,15,0,0,2,0,0,8,2,60,15,18,15,0
34,Female,4b4e8ecb-eb2f-4ae0-85fd-2352a628a1c6,0,0,0,2,1,1,2,7,0,0,0,0,8,0,0,3,0,26,40,34
74,Female,6abc82bd-5069-46cc-88bd-eebe72d985fa,0,1,0,0,0,8,5,0,0,27,12,0,18,0,0,32,11,0,16,16
21,Female,2fb75d6e-2392-4bdb-a05e-5a08b1186926,0,11,0,0,0,0,0,0,0,0,44,0,0,0,11,41,0,0,8,87
17,Male,9efb0287-b3d5-430d-a714-bd6a3b0d9e8c,0,7,0,0,0,15,0,4,0,0,10,0,0,11,0,14,0,38,14,7
26,Male,5ce011cf-54d5-4775-a6ca-f8458535fb03,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,32,0,33,50,4
66,Male,d1574d28-b8dd-46e7-ac41-a3f606b46b52,0,4,0,0,0,25,0,0,0,0,7,0,0,0,0,0,0,72,92,9
24,Male,6df04234-df97-4fbb-b1af-dff75c974b56,0,6,0,0,0,0,0,0,0,0,11,0,10,0,0,50,0,0,44,21
75,Male,e8188683-5178-460f-9bd5-574a56a0df34,0,29,0,2,0,26,0,0,0,0,16,0,0,0,27,0,0,0,63,6
88,Female,de784947-6218-4d24-9000-4c2a980109bf,0,19,0,0,0,21,0,0,0,0,84,0,2,0,10,8,0,57,18,0
17,Male,a75a204a-52dd-4267-83fc-f1da7004f495,0,50,0,0,0,45,0,0,0,0,20,0,0,0,9,31,0,4,27,0
52,Male,bbce8085-8c2a-4381-9395-22bda8da64d5,0,0,0,0,0,0,0,0,0,1,7,76,0,0,18,41,7,7,4,23
8,Male,a494b589-8b5f-4db4-b283-c298caf5f78c,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,11,0,15,66,0
7,Female,68303712-dd84-43fa-b375-767d0f089457,0,0,0,0,0,15,5,0,0,0,12,0,0,0,0,57,0,27,35,7
55,Female,fe9840bc-3e26-4e69-9dfa-12457ae34855,0,3,0,0,10,12,23,0,0,0,0,0,0,0,0,5,18,80,24,16
83,Male,996adfd7-b0c2-4de5-92f2-f0ffbb59d75d,0,20,0,0,0,0,17,12,0,0,0,0,10,0,0,14,0,12,31,20
89,Male,98b55c49-8aad-4657-a31b-1a9374887378,0,1,0,0,0,2,19,0,0,0,4,0,0,0,0,111,0,0,17,26
1,Male,ab884ee7-9cd3-4ab5-b4f1-653dbea55811,0,0,0,0,0,0,14,0,0,0,4,0,0,0,18,101,0,10,22,45
6,Female,53047ada-22bc-4b06-bfe4-c15aae61f865,0,0,0,0,0,6,17,11,0,0,32,0,0,0,81,0,16,19,22,0
7,Male,e06bc93b-42f1-4250-a31d-da00e73b5078,0,31,0,0,0,20,0,4,0,0,3,15,0,0,0,26,0,0,30,18
5,Female,f24c26e4-05d8-40d2-8305-866124c3ea37,0,5,0,0,0,1,0,0,0,0,0,0,5,0,2,27,15,29,33,16
13,Male,4a202d08-215c-4253-8bd4-26c9d5e26b9d,0,9,0,0,63,0,0,0,0,0,0,0,0,0,27,6,0,29,25,22
7,Male,1037a3df-8918-4e72-8fc2-5c9ba35bb7a2,0,0,0,0,31,0,0,0,1,0,79,0,14,0,0,16,0,0,50,7
84,Male,6bc2382b-8950-4442-a119-f2818c596bab,0,17,0,0,0,0,0,0,0,0,9,0,0,0,0,48,0,0,31,19
92,Male,f12cedec-7618-4147-bd1c-42c1a1b979a1,0,15,0,0,0,12,0,0,0,0,0,0,0,56,16,38,0,14,29,0
80,Male,087af9a5-f168-465f-a7aa-1b418ebbec87,0,20,0,0,0,0,0,0,0,12,5,0,19,0,0,32,5,12,39,0
52,Female,cc888550-2453-42b7-b5b9-ce38d645be3f,0,0,0,0,0,0,100,0,0,4,37,0,0,0,17,19,0,0,44,0
1,Female,b603c2cb-2cab-4aa6-a856-9de97e77cdce,0,13,0,0,0,38,0,10,0,0,1,0,0,0,0,0,0,11,58,32
43,Female,487b2e49-15aa-4e83-b55a-a24efdac466e,0,12,0,0,0,19,0,0,0,0,8,0,0,0,11,62,0,16,24,0
11,Male,2655570d-eb11-4e99-8fcf-8bcb1d8b3fec,0,86,9,0,0,10,0,0,0,0,22,0,0,0,0,28,18,8,14,37
31,Female,e1988a7a-4e3d-41a7-b0ce-6834bb986b63,0,0,0,0,14,66,0,0,0,0,13,0,0,19,0,24,0,20,20,0
13,Female,f45cc973-f939-4b13-ab6a-5ff78313a1ae,0,28,0,0,0,0,0,0,0,0,4,0,8,0,13,0,0,26,8,38
13,Male,56bf9c7a-9ef3-4536-889d-a9ab1fc2e677,0,0,0,0,0,6,15,0,7,0,13,13,0,0,0,20,0,70,0,9
0,Male,172db9fb-a90b-441a-85e9-f882a632fc8c,0,0,0,0,2,15,0,32,0,0,90,0,0,0,22,18,15,1,10,16
4,Female,d7a1de15-acbe-443b-920e-b05d8981cf0e,0,7,0,0,6,8,13,39,12,0,0,0,0,0,0,3,1,0,49,24
13,Female,e82017d6-a6bb-4523-9ad3-879404a814dd,14,7,0,0,0,0,16,26,0,0,0,0,0,0,0,22,4,0,61,3
46,Male,815a497d-07ac-4727-b9d4-a730eb10a000,0,12,0,0,0,0,0,15,0,11,0,0,0,0,0,32,1,71,24,8
22,Male,fa0dbe22-a552-4631-b5b4-575c98892f0d,0,13,0,0,15,19,3,8,0,2,63,0,19,0,0,19,0,21,0,0
20,Female,e107b7ab-9208-4260-a1ea-1e282e077478,0,36,0,0,0,0,0,0,0,0,24,0,0,15,0,0,0,0,28,20
59,Male,cc8430ee-e9d1-4181-a951-f1e650590099,0,0,0,0,0,14,0,0,0,0,3,0,0,0,25,0,0,34,75,23
51,Female,97ef0733-072f-4eca-8347-bb8260439df0,0,4,0,0,0,0,35,0,0,0,0,0,16,58,0,15,0,18,20,0
86,Female,efa29ffe-e232-4bd6-acc0-00ebfad35678,0,19,0,0,0,0,0,0,0,0,36,0,3,0,12,17,0,16,85,10
38,Male,b410e964-4f4a-478a-9420-f49f42f916a4,0,5,0,0,0,2,0,0,0,0,42,0,0,0,42,44,0,24,0,0
24,Female,cea4c410-8538-4c46-85dc-afbc07cbdfb0,0,16,0,0,0,0,1,32,12,0,0,0,2,0,34,17,0,3,1,34
89,Male,fcf30ad2-e785-4f29-8816-cb71953518c8,0,15,0,0,0,27,5,0,0,0,6,0,0,0,15,14,0,21,23,5
1,Male,eef596d4-77fb-4ac0-9e78-e79a033654fb,0,73,0,0,7,4,13,0,0,0,22,0,0,0,0,71,0,0,12,0
0,Male,85f3cf1d-8883-4c4e-ab46-97a6b6b7b481,0,1,0,0,0,9,0,18,2,0,0,0,0,0,4,28,0,19,80,0
32,Male,2f30ec15-17eb-4db1-b924-b17487a9e42c,0,29,0,0,0,0,4,0,0,0,42,0,0,0,0,36,0,0,30,0
66,Male,24e69576-b691-470f-a66c-8417cabd171b,0,0,0,0,1,14,0,0,0,0,4,0,13,0,0,35,0,0,62,0
95,Male,4987433d-c620-4697-b6ca-d9842324361e,0,27,0,17,19,7,13,0,0,0,27,0,0,0,0,30,0,17,26,0
70,Female,63ad82fb-c7ca-4d18-ab60-447520dccab6,0,6,0,0,0,21,12,2,0,0,46,0,0,0,34,14,3,24,4,0
10,Female,a2dfdb06-4b1e-45db-b956-1268fc35445f,0,24,0,0,7,3,0,0,0,0,19,0,0,0,0,43,0,25,25,0
31,Male,f1360b7f-9278-4986-bbf8-a99902b058ee,0,11,0,0,0,0,12,0,0,0,13,0,0,2,18,14,0,14,36,9
24,Female,fca18fd3-af05-4ecb-a474-fd57e931c5e4,0,16,0,0,0,6,17,12,0,0,10,0,0,0,0,52,0,0,34,0
89,Female,c8decc2c-88d4-4284-9c88-b190bccc36f0,0,40,0,0,0,0,19,0,0,0,0,0,0,0,0,24,0,31,39,7
84,Male,2494c9e1-e230-4bea-908b-1e1ae890fc71,0,15,0,0,0,2,0,0,0,0,14,0,7,0,19,0,0,25,56,13
22,Male,c263a5cb-4f5f-410a-bc07-015aeb2f5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,25,43,69
51,Female,a406b025-3013-43af-a0e9-390832cccdfe,0,15,0,0,17,0,29,0,0,0,14,0,0,0,0,6,0,37,73,15
39,Female,e5854515-75ae-4501-9e9b-7dd361efac7b,0,9,0,0,0,0,19,0,0,0,6,0,5,0,10,18,0,6,33,74
72,Female,87f2b7e9-d12b-4978-a920-13ebf8d3ae79,0,65,0,0,0,6,0,0,0,15,18,0,0,0,0,17,0,28,15,10
34,Male,3e2689ed-b4e3-4364-bc24-f84a7157830f,0,7,0,0,0,0,0,0,0,0,45,0,18,0,0,11,0,46,53,0
21,Male,f82e1123-a66c-4909-8ec8-3d9850ba0678,0,38,0,0,6,1,0,0,0,0,4,0,17,0,0,33,0,28,6,12
54,Male,d29878ff-a533-4a5b-a373-bbd8663ce7a3,0,0,0,0,0,16,6,0,0,0,30,0,0,0,18,34,9,0,1,31
65,Female,0b0068ed-abfb-4c19-bf5d-44efa5269d4c,0,3,0,0,0,23,0,0,0,0,12,0,5,0,3,0,0,0,45,6
35,Female,34ddfdf7-b939-4064-9c90-efb7cda22d5c,0,73,0,0,0,19,0,0,0,0,16,0,0,0,27,20,0,2,5,1
23,Female,ee1e5b96-f45b-4118-940a-fdc2ffeae3de,0,0,0,0,0,12,0,0,32,23,25,0,0,0,27,19,0,0,32,0
95,Female,decdf040-f450-4cf5-a5fe-6acb9ac45ce4,0,0,0,0,0,3,2,0,1,0,6,0,0,0,0,37,16,52,19,0
64,Female,e587e848-8440-4a00-8d09-69179ffe8aa3,0,42,0,0,0,0,9,0,19,0,20,0,0,0,0,14,0,12,17,15
93,Male,01a4c4b3-fcbe-470f-8027-a99f7ead3988,0,0,0,0,0,2,15,0,25,0,1,0,0,0,0,4,0,0,66,30
97,Male,50910860-101f-46c3-8bdd-48e258def735,0,16,0,0,0,4,2,0,0,0,31,0,0,0,0,40,1,0,11,0
34,Female,0367a622-149a-48c8-82f6-aee76f92130e,0,0,0,0,8,0,0,0,0,0,32,0,0,0,13,123,0,21,18,4
54,Female,af107591-e38c-4900-bef6-fd8de1b85cf3,0,3,0,0,0,15,0,0,0,0,20,0,0,0,0,55,0,14,68,13
4,Female,142bb778-5df1-4d29-99db-9bc1d075bc59,0,14,0,0,0,0,0,0,0,0,18,0,0,0,17,34,0,33,25,46
28,Male,949c0665-b159-49a5-b7d2-c7544460783f,0,5,0,0,0,0,0,26,17,0,0,0,0,0,2,4,0,16,51,10
20,Male,6a1a7b68-2abd-4667-8b37-5dd48d04cbbb,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,31,0,8,47,0
11,Female,6da0bca9-deb8-4dd4-881a-cbcaaec97046,0,0,0,0,0,8,0,15,0,0,29,0,4,0,0,53,0,0,47,18
89,Female,28200820-d398-4dd4-8178-68ab355562bb,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,23,0,82,18,14
81,Female,6b9661c5-99b3-4900-9f0e-9e81a08354fb,0,20,0,0,0,3,0,0,0,0,27,0,0,0,0,20,15,14,13,94
12,Male,91d27f29-3fda-46ca-ab60-6992ec30546d,0,15,0,0,0,30,6,0,0,0,23,0,0,0,1,18,0,26,0,20
91,Female,d59f2a55-7824-4f15-8f8f-cf2b21f9d20f,0,83,0,0,0,0,6,0,0,0,17,0,0,0,0,8,0,17,61,23
67,Female,2083d249-d6ab-4b85-aec1-25bf15d1fae4,0,0,0,16,0,0,0,0,0,0,28,0,0,0,4,8,0,9,78,60
78,Female,2258e6aa-443c-4e71-9a57-ed1301d90c5f,0,5,0,0,0,74,0,0,0,0,0,0,0,0,0,61,14,14,14,3
89,Female,b9a180ab-e4ea-425f-ba8e-bc744990409b,0,14,0,0,0,0,4,0,0,0,0,0,0,3,3,29,17,14,12,56
60,Female,38f56e41-3275-4fe7-9d6e-5de63c07a486,0,14,0,0,0,0,3,11,0,0,0,0,7,0,15,60,15,14,19,0
30,Female,8cec8180-9b2e-4cc3-85bf-a6fb6161d55e,0,29,0,0,0,0,0,0,0,0,34,0,18,0,23,23,0,0,39,0
83,Male,7e4de365-3ae4-4041-a8ae-aaa02a54701d,0,0,0,0,0,16,11,0,16,0,0,0,0,0,14,5,0,19,52,29
78,Male,6067f8df-daa4-44da-8425-d0a7f6ef21e5,0,0,0,0,10,0,9,16,0,0,0,0,0,0,49,40,7,0,14,16
18,Male,c5a3b588-4147-45a3-b8ff-ad937c7712bc,0,0,13,0,0,0,41,8,0,0,34,0,0,0,6,12,0,15,33,19
36,Female,4d4965dd-a4ea-4828-b772-c76316259950,0,2,0,0,0,0,23,7,0,0,16,0,11,0,0,40,0,30,22,0
90,Male,803900cd-22e5-4e99-a3c9-88ff8ce40650,0,18,0,0,0,0,18,0,4,0,0,0,1,11,59,0,0,24,25,7
37,Male,ce847256-9ea6-4ff4-8738-1ab179089969,0,12,0,0,0,18,0,0,0,0,0,8,0,0,2,53,0,7,7,23
12,Female,067b27eb-786e-4529-84a0-06d4f3b4556b,5,21,0,0,0,13,0,18,0,0,0,0,3,0,14,23,0,0,9,0
84,Male,cb29749a-63b8-409b-bf17-ccc59d20354b,0,5,0,15,0,2,0,18,0,0,9,0,0,0,0,31,0,16,18,37
47,Female,8742914d-f2da-4860-9834-306183384159,0,7,0,0,5,16,0,0,0,0,6,0,4,0,0,1,3,51,16,22
39,Male,dfa09db9-16a1-47ca-a2e6-5ee5d74d24d5,0,0,0,17,0,0,18,6,0,0,16,0,0,0,17,67,0,22,28,35
22,Male,7ea4f45a-8dd9-432d-ba65-8e2113a4a34b,0,0,0,0,0,0,0,11,0,0,22,0,0,0,0,53,0,0,110,10
85,Female,15af730d-f936-4bc7-a289-364e8acc5d50,0,2,0,0,15,18,0,0,0,0,65,0,0,0,4,39,0,0,23,0
3,Female,d3856d64-3108-4fbf-8075-d9d3c5ea1429,0,0,0,0,0,62,0,0,0,0,15,0,0,0,14,10,16,12,3,10
97,Male,95ecd454-529e-4f00-8add-9a04b2606959,0,0,0,0,0,0,21,0,0,0,48,0,0,0,0,16,0,24,11,11
98,Female,b59948e6-e94f-43a3-8a8a-3538bf79a2a7,0,0,0,0,0,17,4,15,9,15,0,0,9,0,0,26,0,0,54,15
68,Female,624ada04-5811-4412-a1f9-c73268d85687,0,18,0,0,0,0,0,0,0,0,28,0,0,0,9,23,16,13,3,2
6,Female,9cf5fecb-aa4d-40aa-a44e-3d85aa35283c,0,14,0,0,0,0,19,0,8,5,2,0,0,0,0,0,0,125,27,3
31,Female,8ca32799-983f-42b1-a99a-4410346ecc78,0,7,0,0,19,1,0,0,0,0,88,0,18,7,0,24,0,4,0,0
40,Male,3b5be76f-3aa3-444f-9af3-db2fb6cc41fd,0,23,0,0,0,0,0,0,0,0,37,0,14,0,0,21,8,44,0,13
65,Male,7f5910e0-36ae-4b40-8a97-4aac266caa76,0,0,0,0,0,0,0,0,0,0,93,0,4,0,7,40,0,17,11,9
7,Female,46711186-418c-41d6-a9fe-6b35cb1e37fd,0,13,0,0,0,25,13,13,0,0,12,0,0,0,0,12,0,32,79,0
22,Male,17c8cdf7-e128-4bd3-9390-9e7e06f2258d,0,4,0,0,0,15,2,34,0,0,7,0,0,0,13,0,12,39,16,5
22,Female,eb40ce80-83a0-460a-86f9-1b10386f6039,0,0,0,0,10,0,0,7,0,0,0,0,0,0,7,7,0,2,57,30
22,Female,aa350beb-3ec7-4907-8567-127e41139a6d,0,4,0,0,0,0,0,0,0,0,70,0,0,18,7,0,0,13,32,28
22,Female,44dadcde-1f4c-4f65-9836-c1fc344f55b4,0,0,0,0,0,0,10,0,7,0,1,0,0,0,0,89,0,7,8,19
22,Female,1747f904-4db8-405b-92f2-3532aba2e2a5,0,19,0,0,0,0,12,11,0,0,0,0,0,0,0,23,0,2,39,5
22,Male,e16611e0-29e0-44d0-b3ec-9606e6d2bf3d,0,33,0,0,0,6,22,0,0,0,0,0,2,5,0,76,0,14,30,2
22,Male,d7021d56-f460-4258-9f4b-a798bdab162c,0,14,0,0,0,0,10,0,0,0,9,0,0,5,26,22,0,17,13,29
22,Male,e6cfd441-88de-4dae-b426-1cb2416dffd4,0,78,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,17,38,11
22,Male,6336849a-fa87-40f3-b2ca-a6b73c039232,0,8,0,0,0,3,74,0,0,0,2,0,0,0,0,32,0,21,5,24
22,Male,4653ea68-9115-4f52-a016-6c3dc977c36f,0,0,0,0,22,17,18,0,0,0,0,0,1,0,0,15,0,22,12,78
22,Female,b4843673-4f08-411f-b6b4-4288a16571c9,0,34,0,0,0,0,13,0,0,0,0,0,16,0,6,23,5,24,42,9
22,Female,ceeb10f9-d220-4d8a-b576-d17517626952,0,45,0,11,18,0,0,0,0,0,16,0,2,0,8,22,0,0,13,2
22,Female,86e34ac8-ff48-4c5b-a9ba-9c0ae2fcdf5d,0,0,0,0,0,9,0,0,0,8,0,0,0,0,13,26,4,43,12,18
22,Male,7e8c12bd-2cdc-4746-ab15-3a50a2645b3f,0,0,0,0,0,3,0,25,0,0,1,0,0,0,18,44,0,19,29,10
22,Male,4aa8b492-c26a-4d9c-b600-c1827dc0af1a,0,41,0,0,0,58,2,0,0,0,14,0,1,12,3,0,0,9,2,13
22,Male,e5159ae5-a6fd-4843-bb64-245ae6c07ab6,0,21,0,0,0,25,0,0,0,0,19,0,0,0,0,10,0,26,8,13
24,Female,d86427e0-77f1-4fe8-aea1-e4105753b75e,0,34,0,0,0,0,0,0,0,0,17,0,22,0,11,45,11,0,7,15
72,Female,cb52f104-3023-4df0-892a-62afe1382922,0,18,0,0,0,8,1,17,0,0,44,0,15,0,0,10,0,13,18,0
22,Female,890ebb7d-d550-465c-8567-a88baeb22837,0,9,0,0,0,0,0,0,0,0,24,0,8,0,0,37,3,0,0,38
22,Male,5924cc94-5220-4138-bc3b-8e6b951b6dcd,0,13,0,0,0,40,7,0,0,0,8,0,11,0,0,30,0,4,13,17
36,Female,97a80c17-b7c4-4f36-9f8c-3b11d4ea3587,0,19,0,0,16,1,7,0,0,0,2,0,0,0,0,40,0,31,0,17
22,Male,97a6a52f-16c0-4887-a079-04b9b4dca201,0,0,0,0,0,31,0,33,0,0,0,0,0,0,0,36,18,0,57,1
22,Male,b245e5d4-ae94-4bf9-beaa-435bcc0ae268,0,14,0,0,0,0,0,0,13,0,10,0,0,0,78,18,11,0,28,17
22,Male,59d2b72f-a3ed-414b-9a2a-65ebb65888bf,0,12,0,0,0,7,0,0,10,0,27,0,0,0,0,19,0,10,11,44
22,Male,a6ef22dd-b57a-41cd-84b2-59d5f05fa429,0,6,0,0,0,48,0,0,0,0,0,0,0,0,0,3,16,19,34,7
22,Female,bea070ed-aa02-4cd0-b799-c15fd2211f22,0,22,0,0,0,7,0,0,0,0,17,0,0,0,14,20,0,9,14,0
22,Male,a7369427-1289-4530-86b7-9f9465c7c472,0,8,0,0,0,25,28,0,0,10,7,0,0,0,0,9,0,24,43,0
22,Male,7af52e7f-9b6f-48de-948d-f1c5af54d626,0,13,0,0,0,0,0,0,0,0,12,0,56,0,0,35,0,10,57,4
73,Female,f7a9ab3c-11f0-4342-a1b1-67a95b941036,0,5,0,0,0,12,0,0,1,14,0,0,0,0,0,32,2,80,17,15
18,Female,b83f0c3b-abe2-498f-bcc7-8321ca9e9535,0,0,0,0,0,31,0,0,0,0,0,0,10,18,1,17,0,19,41,5
13,Male,04009392-71f4-456a-a6c3-7e2773e3414a,0,0,0,0,14,28,38,0,0,0,0,0,0,0,0,22,0,9,19,25
37,Male,a0691bd2-49bc-4871-b1ab-8f2786dfea21,0,50,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,13,34,47
62,Female,2f943536-869e-445b-b8ea-8547b1b7d4c2,0,17,0,0,0,0,14,0,7,69,5,0,7,0,0,12,0,0,23,28
28,Male,dd943ee6-06f2-4092-89b6-1b6ce11eb95b,0,0,0,0,3,0,0,47,26,0,3,0,0,0,35,32,0,13,3,14
0,Female,aa896e45-f9b7-4fc8-8fd9-c2cbb1deaff6,0,17,0,0,0,0,9,0,0,0,28,0,0,15,0,68,0,31,23,6
11,Male,5fdbd4cd-dd88-4b51-bf9b-b6c0fc388cc9,0,17,0,0,13,19,0,53,0,0,17,0,0,0,22,13,0,0,29,17
47,Female,de7878d0-58a1-4eb9-a508-032dbd579c6d,0,72,0,0,0,0,16,0,0,0,10,8,1,0,0,13,0,0,26,18
86,Male,082f2a35-aa53-475b-aa3f-cb2973a353dc,0,1,0,0,18,16,0,0,0,0,75,0,0,0,15,30,0,25,35,0
13,Female,6599c1c8-094b-46aa-ab32-473718971e04,0,31,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,14,14,52
59,Female,40cb5851-f8f8-4d6d-89b2-b5f2a1a3dfae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,7,7,63,0
68,Male,7748e43a-d161-4598-9be3-1a166c19009c,0,0,0,0,0,5,16,0,0,0,19,0,0,0,48,7,9,17,29,6
48,Female,cce72ebf-61b1-4833-8b7a-a44c14fa9e46,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6,45,0,2,111,0
9,Female,c6fa6db1-2f6d-43c9-86fb-6b6ec3a8a127,0,0,0,0,0,9,13,12,0,74,19,0,0,0,0,43,0,20,25,0
93,Male,aa652fec-e0e6-4b17-b561-3ba70d812bc8,0,0,0,0,0,13,15,0,0,0,50,0,11,18,0,36,0,0,2,0
25,Female,9c0d8f96-95cb-47cd-b915-ef8a3f9772a8,0,32,16,0,7,17,0,0,0,0,19,0,9,0,0,6,0,0,13,47
69,Female,655f87de-446e-48b7-ab9f-4b447022ed7f,0,31,0,0,0,7,0,23,0,0,0,0,0,0,9,19,0,0,112,9
91,Female,38eb73da-b4b5-48f9-82fb-85b93925a638,0,0,0,0,0,19,0,18,17,0,29,0,0,0,0,16,0,14,52,14
