id,product_price,product_quantity,product_category,product_ratings_average,product_name,user_id
0067f249-247b-4155-adf3-1249250bf491,461088,422,Hair,4,Redken One United Multi-Benefit Treatment (150ml),9a420be2-4df3-4595-a500-2211de5a9701
c2f11ca3-b72d-4392-b329-06dc57b7e860,586606.4,614,Hair,5,Redken Acidic Bonding Concentrate Intensive Pre-Treatment 150ml,9a420be2-4df3-4595-a500-2211de5a9701
d40f0d1c-11da-4b55-8c72-17443559bfb1,933703.2,417,Hair,5,Moroccanoil Treatment Original 100ml,9a420be2-4df3-4595-a500-2211de5a9701
ff4196e7-a207-49e2-bd34-2ad0e893ce6e,102464,179,Hair,4,Garnier Ultimate Blends Hair Food Banana 3-in-1 Dry Hair Mask Treatment 390ml,9a420be2-4df3-4595-a500-2211de5a9701
ed3a2120-2a81-4af6-a118-ce9d26cff3a9,528714.24,40,Hair,5,L'Oréal Professionnel Serie Expert Inforcer Masque 250ml,9a420be2-4df3-4595-a500-2211de5a9701
c4fb971a-a830-4e04-99bf-09a26da5bf52,1332032,6,Hair,4,Olaplex Strong Days Ahead Hair Kit (Worth £72.00),9a420be2-4df3-4595-a500-2211de5a9701
f8aade7d-1cc5-4e13-988a-69cf29a4e0c5,409856,50,Hair,5,Olaplex No.3 Holiday Ornament Hair Perfector 50ml (Worth £16.00),9a420be2-4df3-4595-a500-2211de5a9701
465b42d5-8b90-4091-92c0-59ae9b5bfb5f,787179.68,448,Hair,4,Redken Extreme Shampoo and Conditioner Duo (2 x 300ml),9a420be2-4df3-4595-a500-2211de5a9701
7014ab13-70d3-4493-a036-d0b42005324b,409856,452,Hair,5,L'Oréal Professionnel Serie Expert Vitamino Color 10 in 1 Multi-Purpose Spray 190ml,9a420be2-4df3-4595-a500-2211de5a9701
d167f263-5299-43c9-84ae-566b374d3fab,461088,13,Hair,4,Grow Gorgeous Scalp Tonic 150ml,9a420be2-4df3-4595-a500-2211de5a9701
bd772f89-c300-47bd-8403-4ace0022b94a,332751.84,102,Hair,5,Shea Moisture Jamaican Black Castor Oil Strengthen & Restore Treatment Masque 355ml,9a420be2-4df3-4595-a500-2211de5a9701
76aac52c-ea80-43a7-9336-54679fa4276a,947792,32,Body Lotion,5,REN Clean Skincare AHA Smart Renewal Body Serum 200ml,9a420be2-4df3-4595-a500-2211de5a9701
8646217f-9b69-45ec-95a4-685e21ad2b64,1398633.6,50,Body Lotion,5,Perricone MD Cold Plasma Plus+ Neck and Chest 30ml,9a420be2-4df3-4595-a500-2211de5a9701
5d5151cc-e35f-47d4-8873-52a9e5128fe0,245913.6,8,Body Lotion,4,AMELIORATE Transforming Body Lotion Limited Edition Orange Blossom 200ml,9a420be2-4df3-4595-a500-2211de5a9701
e69cc5ef-00dd-423a-8d86-29523ea111fa,140888,43,Body Lotion,5,L'Oréal Men Expert Hydra Energetic Daily Anti-Fatigue Moisturising Lotion (50ml),9a420be2-4df3-4595-a500-2211de5a9701
613b833b-def3-4ecf-98c2-07ebdfa201a4,113222.72,3,Body Lotion,4,Aveeno Daily Moisturising Lotion with Vanilla and Oat 300ml,9a420be2-4df3-4595-a500-2211de5a9701
2155e74b-5b8c-46de-9749-2f3650d33110,537936,230,Body Lotion,4,Elizabeth Arden Eight Hour Cream Skin Protectant 50ml,9a420be2-4df3-4595-a500-2211de5a9701
1cef0c1f-d1d0-4beb-b834-90bd42be8920,845328,2,Body Lotion,5,Fresh Milk Body Lotion 260ml,9a420be2-4df3-4595-a500-2211de5a9701
a2399ccd-6a0d-4cac-b87e-5176c0b69951,245913.6,11,Body Lotion,5,AMELIORATE Transforming Body Lotion Orange Blossom 200ml,9a420be2-4df3-4595-a500-2211de5a9701
96a3a2f3-93ee-4d8d-a4ea-e35d091e2b20,355550.08,3,Body Lotion,5,Eucerin Urea Repair 10% Lotion 400ml,9a420be2-4df3-4595-a500-2211de5a9701
76e46c96-ff0e-4120-b88a-a30bb921a0ea,113735.04,22,Body Lotion,4,Aveeno Daily Moisturising Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
a1fcd9aa-599d-4697-9120-4fe1fabaaa90,230544,16,Body Lotion,5,Aveeno Daily Moisturising Lotion 500ml,9a420be2-4df3-4595-a500-2211de5a9701
130352ad-f672-4dbb-bd4d-4341e40154ac,358367.84,4,Body Lotion,5,Australian Bodycare Body Lotion (250ml),9a420be2-4df3-4595-a500-2211de5a9701
c7a85611-7305-4336-91f6-46b8dc438ab9,235667.2,14,Body Lotion,4,Weleda Baby Calendula Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
b63df5d7-fee2-491d-bfee-368d8275b84a,306367.36,26,Body Lotion,5,Weleda Skin Food Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
70f61217-3ea1-41cf-b62e-fbd522e5baa5,174957.28,3,Body Lotion,5,Australian Bodycare Body Lotion (100ml),9a420be2-4df3-4595-a500-2211de5a9701
20c16798-2bd1-4a6c-9638-fc9c9a81bd3f,153439.84,141,Body Lotion,4,Neutrogena Hydro Boost Body Gel Cream Moisturiser for Normal to Dry Skin 400ml,9a420be2-4df3-4595-a500-2211de5a9701
c1c57e72-22ec-4cef-af3d-cc5b8a350239,371175.84,387,Body Lotion,5,Bondi Sands Everyday Gradual Tanning Milk 375ml,9a420be2-4df3-4595-a500-2211de5a9701
3c9acfb8-76b3-49c5-b4a4-96a07568c8fc,1106611.2,99,Body Lotion,5,Sol de Janeiro Bom Dia Bright Cream 240ml,9a420be2-4df3-4595-a500-2211de5a9701
ecdd862f-4ccc-4fe9-9bef-7a13bace1111,283312.96,6,Body Lotion,5,Versed Press Restart Retinol Body Lotion 177ml,9a420be2-4df3-4595-a500-2211de5a9701
a0228887-4c92-4474-9312-2162ca7e001e,358367.84,90,Body Lotion,5,Aveeno Skin Relief Moisturising Lotion 500ml,9a420be2-4df3-4595-a500-2211de5a9701
2312f453-30bb-43c4-a2ff-543114f5288a,383983.84,50,Body Lotion,5,Australian Bodycare Body Lotion 500ml,9a420be2-4df3-4595-a500-2211de5a9701
cdcd9647-bf35-427a-a5c1-4dcec95acb81,129873.12,39,Body Lotion,4,Aveeno Skin Relief Nourishing Lotion Shea Butter 200ml,9a420be2-4df3-4595-a500-2211de5a9701
decb5d1e-079e-4d5e-8c7f-97cb15386c3e,1306416,15,Body Lotion,4,Hugo Boss BOSS Bottled After Shave 100ml,9a420be2-4df3-4595-a500-2211de5a9701
7312d5ea-96b8-4e55-9dbd-2e60bcef2098,383983.84,19,Body Lotion,5,Bondi Sands Self Tanning Lotion 200ml - Dark,9a420be2-4df3-4595-a500-2211de5a9701
34cb3f01-47fd-4897-a1fe-45d417161a7a,199804.8,28,Body Lotion,5,Mama Mio Megamama Body Lotion 180ml,9a420be2-4df3-4595-a500-2211de5a9701
0cb9e38c-2167-4cc2-9978-dff38f420dab,255903.84,49,Body Lotion,5,Bondi Sands Body Moisturiser - Coconut 500ml,9a420be2-4df3-4595-a500-2211de5a9701
7ce67f18-a7ae-45e6-857c-9df03fd93a7b,407294.4,50,Body Lotion,5,Rituals Sport Body Lotion 100ml,9a420be2-4df3-4595-a500-2211de5a9701
1666cfa2-50ca-4498-94ed-01f8557ee99b,512320,105,Body Lotion,5,Tan-Luxe The Gradual Illuminating Tanning Lotion 250ml,9a420be2-4df3-4595-a500-2211de5a9701
7292a813-b9ce-4c6c-ac55-2da3ef0da78e,154464.48,1,Body Lotion,4,Aveeno Baby Daily Care Moisturising Lotion 250ml,9a420be2-4df3-4595-a500-2211de5a9701
1cc7ea64-2728-4a44-8662-9b0d38e036f9,394486.4,37,Body Lotion,5,Elizabeth Arden White Tea Body Cream 400ml,9a420be2-4df3-4595-a500-2211de5a9701
a578c850-c49f-4f0b-a413-8326cb9250a0,261283.2,33,Body Lotion,5,Garnier Summer Body Hydrating Gradual Tan Moisturiser Dark 400ml,9a420be2-4df3-4595-a500-2211de5a9701
f1937ef8-07eb-482b-999e-43eacf616974,973408,44,Body Lotion,4,Mama Mio Bloomin Lovely (Worth £72.00),9a420be2-4df3-4595-a500-2211de5a9701
fae0ce64-dd25-4bdb-8aa5-cebaeb5a3f25,179312,39,Body Lotion,5,Aveeno Skin Relief Nourishing Lotion Shea Butter 300ml,9a420be2-4df3-4595-a500-2211de5a9701
6dfd0ce7-4b33-4874-b763-cb36b52a8fe0,152927.52,55,Body Lotion,5,Aveeno Daily Moisturising Lotion 300ml,9a420be2-4df3-4595-a500-2211de5a9701
29562a44-3009-43f1-8cd3-43034abb3394,250524.48,175,Body Lotion,4,Skin Doctors Ingrow Go Lotion (120ml),9a420be2-4df3-4595-a500-2211de5a9701
0d8518aa-4e05-43ef-8938-95861a0aa68e,520004.8,21,Body Lotion,4,AMELIORATE Transforming Body Cream 225ml,9a420be2-4df3-4595-a500-2211de5a9701
4981acc8-1bc4-491a-a0e0-d299c844159a,376555.2,47,Body Lotion,5,ESPA Bergamot and Jasmine Body Lotion 250ml,9a420be2-4df3-4595-a500-2211de5a9701
10efa9b0-52e7-4d8d-acb5-de460a12b91f,383983.84,16,Body Wash,5,JASON Purifying Tea Tree Body Wash 887ml,9a420be2-4df3-4595-a500-2211de5a9701
2101c71f-de66-4dd8-90d5-4955344d6323,179312,5,Body Lotion,5,Sanctuary Spa Lily and Rose Collection Body Lotion 250ml,9a420be2-4df3-4595-a500-2211de5a9701
d2a66c58-dc0e-44c4-b2b6-062949097029,430348.8,55,Body Lotion,5,AMELIORATE Transforming Body Lotion (Fragrance Free),9a420be2-4df3-4595-a500-2211de5a9701
64850d33-d725-4968-b190-bb4a80dbaec8,640400,22,Body Lotion,4,Moroccanoil Body Lotion - Fragrance Originale 360ml,9a420be2-4df3-4595-a500-2211de5a9701
7d174ea4-d9d0-4627-9cd1-0afb7a29b2c4,666016,13,Body Lotion,4,La Roche-Posay Lipikar Lait Urea 5+ Lotion 400ml,9a420be2-4df3-4595-a500-2211de5a9701
37d4f21b-870a-45af-aa7b-2de26885267a,1332032,11,Body Lotion,5,Gatineau Golden Glow Gradual Tan Cream 400ml,9a420be2-4df3-4595-a500-2211de5a9701
fb8aa086-4ff4-4ade-b3c5-6ad69d639da8,864540,6,Body Lotion,5,Hugo Boss BOSS Bottled After Shave 50ml,9a420be2-4df3-4595-a500-2211de5a9701
f4935ac6-c954-49ce-b91f-82ea3b6a6311,947792,32,Body Lotion,5,REN Clean Skincare AHA Smart Renewal Body Serum 200ml,9a420be2-4df3-4595-a500-2211de5a9701
5af52cf7-9f1b-4abe-ad9d-c4117442a283,358624,2,Body Lotion,4,Mio Golden Hour Body Moisturiser 200ml,9a420be2-4df3-4595-a500-2211de5a9701
10e4f886-9676-461e-930b-82098490d9ed,1280800,50,Body Lotion,5,Kora Organics Nourishing Hand and Body Lotion 300ml,9a420be2-4df3-4595-a500-2211de5a9701
5ce32f66-bd81-4bfb-b548-a2b59b003d62,742864,7,Body Lotion,4,Caudalie Vinosculpt Lift and Firm Body Cream 250ml,9a420be2-4df3-4595-a500-2211de5a9701
3461e76e-33f7-4499-ab87-ec436fb0d08d,397048,1,Body Lotion,5,Australian Bodycare Body Lotion (500ml),9a420be2-4df3-4595-a500-2211de5a9701
76c23ddf-3b7c-4a39-bcd0-228afc811b2a,248219.04,23,Body Lotion,5,Aveeno Moisturising Cream 500ml,9a420be2-4df3-4595-a500-2211de5a9701
701379c5-80fb-4377-99c1-db3ff2b9823d,307392,40,Body Lotion,4,Ambre Solaire Hydrating Soothing After Sun Lotion 400ml,9a420be2-4df3-4595-a500-2211de5a9701
09985ac4-0815-45e2-9164-476a4c19733f,563552,1,Body Lotion,4,NEOM Great Day Hand and Body Lotion 300ml,9a420be2-4df3-4595-a500-2211de5a9701
cf6bd2c2-8df2-43a8-b340-c351865f7e96,563552,6,Body Lotion,4,NEOM Complete Bliss Hand and Body Lotion 300ml,9a420be2-4df3-4595-a500-2211de5a9701
d8fc305e-ca6b-44c3-88df-bb65608fd7d9,717248,5,Body Lotion,5,Caudalie Vinotherapist Nourishing Body Lotion 400ml,9a420be2-4df3-4595-a500-2211de5a9701
b7dcf82f-4aae-4e30-b253-e00341519d35,461088,5,Body Lotion,5,Caudalie Thé des Vignes Nourishing Body Lotion (Various Sizes),9a420be2-4df3-4595-a500-2211de5a9701
4268ed3b-090b-47bf-a366-1ab7fd54f84a,1408880,92,Body Lotion,4,Gatineau Tan Accelerating Lotion 400ml,9a420be2-4df3-4595-a500-2211de5a9701
041bed64-16dd-4a3d-9db8-9aba96e43f98,627592,3,Body Lotion,4,ESPA Gradual Tan Body Moisturiser 200ml,9a420be2-4df3-4595-a500-2211de5a9701
0af0dbf7-cca6-4740-960c-6d7ad68f7cbd,89656,50,Body Lotion,5,Sanctuary Spa Signature Collection Body Lotion 75ml,9a420be2-4df3-4595-a500-2211de5a9701
c292fd69-c4cd-4102-90bd-81ccea1babe7,430348.8,9,Body Lotion,5,AMELIORATE Transforming Body Lotion Vanilla & Tonka 200ml,9a420be2-4df3-4595-a500-2211de5a9701
6a6343f3-7c8f-4815-a44a-03e91417e6c3,1024640,50,Body Lotion,5,Narciso Rodriguez All of Me Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
141d72f7-0c10-4e8a-9904-501adf7e43dc,1895584,50,Body Lotion,4,BVLGARI Petits and Mamans Eau de Toilette 100ml Set (Worth £102.00),9a420be2-4df3-4595-a500-2211de5a9701
b8a2e3fa-cfc0-4570-a545-116de565e6a0,470822.08,5,Body Lotion,5,AHAVA Mineral Botanic Velvet Body Lotion - Hibiscus and Fig 500ml,9a420be2-4df3-4595-a500-2211de5a9701
4c7ecd1b-832a-43b4-9450-0d88d433f897,594291.2,13,Body Lotion,5,Pai Skincare British Summer Time Sensitive Sunscreen 40ml,9a420be2-4df3-4595-a500-2211de5a9701
3ca9bf95-78e0-42ab-9ad3-47f1a1b085e9,358624,14,Body Lotion,4,Anthony No Sweat Body Defense 90ml,9a420be2-4df3-4595-a500-2211de5a9701
422a559e-92bf-409a-a100-de78c3c55655,368870.4,1,Body Lotion,5,AMELIORATE Blemish Purifying Body Lotion,9a420be2-4df3-4595-a500-2211de5a9701
59ad62cb-4eb3-42e3-8e8f-485d02c14271,805623.2,3,Body Lotion,4,Narciso Rodriguez For Her Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
49dc6eb6-e74e-472a-ab9b-486ff7cdf346,563552,1,Body Lotion,4,NEOM Real Luxury De-Stress Hand & Body Lotion 300ml,9a420be2-4df3-4595-a500-2211de5a9701
40f3dbfd-70df-42ea-b9dc-a1994c9ff802,146011.2,1,Body Lotion,5,Aveeno Daily Moisturising Calming Relief Lotion 300ml,9a420be2-4df3-4595-a500-2211de5a9701
8a9a64ba-69c0-44ca-a69d-32d24637325f,382959.2,2,Body Lotion,5,Frank Body Perky Sculpting Body Hydrator Full Size,9a420be2-4df3-4595-a500-2211de5a9701
84f20140-4913-4228-917b-868030ef2087,717248,19,Body Lotion,5,Drunk Elephant T.L.C. Glycolic Body Lotion 240ml,9a420be2-4df3-4595-a500-2211de5a9701
838cb704-3d00-4832-9b16-774bcf19d2df,645523.2,3,Body Lotion,5,Versace Yellow Diamond Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
07c9277a-32c3-4e6c-a447-e57e03b1d78c,111429.6,8,Body Lotion,4,Aveeno Baby Daily Care Baby Moisturising Lotion 150ml,9a420be2-4df3-4595-a500-2211de5a9701
4ca91f82-4f8c-4f04-8cd4-415b45c4c0e6,111429.6,1,Body Lotion,4,Aveeno Baby Calming Comfort Bedtime Lotion 150ml,9a420be2-4df3-4595-a500-2211de5a9701
92fa2f08-f991-48eb-a339-20d31921134d,257184.64,7,Body Lotion,5,Aveeno Skin Renewal Firming Lotion 300ml,9a420be2-4df3-4595-a500-2211de5a9701
d65ee350-7ee4-43a7-89c0-10c4d6b3bfe7,288180,4,Body Lotion,4,AHAVA Natural Dead Sea Mud 400g,9a420be2-4df3-4595-a500-2211de5a9701
d3b8c6d4-2042-452f-937a-ba494456d680,441876,13,Body Lotion,4,Antipodes Hallelujah Lime and Patchouli Cleanser and Makeup Remover 200ml,9a420be2-4df3-4595-a500-2211de5a9701
b6ec1cc5-2401-4378-a186-397233bf8d01,204928,3,Body Lotion,4,Sanctuary Spa Signature Collection Body Moisture Spray 150ml,9a420be2-4df3-4595-a500-2211de5a9701
3debe5a0-9ccb-45cf-ab2d-45eb3adf546d,499512,12,Body Lotion,5,AHAVA Mineral Body Lotion 250ml,9a420be2-4df3-4595-a500-2211de5a9701
4f5c6aff-c398-4b33-9dac-b2483d2e2d3f,1229568,8,Body Lotion,4,Jo Malone London English Pear and Freesia Body and Hand Lotion 250ml,9a420be2-4df3-4595-a500-2211de5a9701
a191260b-0338-4c8b-b791-f7ca4e8d4f58,587887.2,1,Body Lotion,4,Jimmy Choo Perfumed Body Lotion 150ml,9a420be2-4df3-4595-a500-2211de5a9701
4010ca63-9038-485b-9618-fdc50d7d0702,133203.2,2,Body Lotion,4,Mini Mio Sweet Cheeks Moisturiser 150ml,9a420be2-4df3-4595-a500-2211de5a9701
f400a77f-8373-4529-a8ce-a8640f067c8e,256160,13,Body Lotion,5,Sanctuary Spa Wet Skin Jelly 200ml,9a420be2-4df3-4595-a500-2211de5a9701
40e9e14a-2c1f-4ee1-b708-56acbfe94818,230287.84,2,Body Lotion,4,Australian Bodycare Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
391d5f9d-7e16-4f93-9e51-eb18285a1c3a,640400,1,Body Lotion,5,Molton Brown Coastal Cypress & Sea Fennel Hand Lotion,9a420be2-4df3-4595-a500-2211de5a9701
1bb39395-cd34-4849-817a-d192e2e6307f,345559.84,3,Body Lotion,4,MineTan Coconut Foam (Hydrate Base) 200ml,9a420be2-4df3-4595-a500-2211de5a9701
2844779f-6286-4317-a915-9a1618bf8370,714686.4,5,Body Lotion,4,LELO Personal Moisturiser 150ml,9a420be2-4df3-4595-a500-2211de5a9701
d8422b6f-0f2f-4a13-90e3-b481a682cbc7,614784,7,Body Lotion,4,philosophy Pure Grace Body Lotion 480ml,9a420be2-4df3-4595-a500-2211de5a9701
fa86610b-3949-4b33-93c1-611df7a656e4,881190.4,6,Body Lotion,5,MUGLER Alien Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
d877c787-a14c-4281-8211-323b74c4910d,653208,50,Body Lotion,5,Molton Brown Jasmine & Sun Rose Body Lotion,9a420be2-4df3-4595-a500-2211de5a9701
47df728f-7682-43e5-8c47-f1dfff7dc7fb,672420,45,Body Lotion,4,ESPA Cooling Body Moisturiser 200ml,9a420be2-4df3-4595-a500-2211de5a9701
f979216d-76a5-440f-a322-a084b0d50f78,217736,2,Body Lotion,5,Noughty The Booster Body Moisturiser 250ml,9a420be2-4df3-4595-a500-2211de5a9701
0b852b02-1dff-444d-805e-c5fc8bd157d6,1075872,1,Body Lotion,5,Elemis Warm up Massage Balm 150ml,9a420be2-4df3-4595-a500-2211de5a9701
03ba8bb7-a5a8-4cf4-93a7-94e4f5d45585,845328,50,Body Lotion,5,VOYA Softly Does It Hydrating Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
4c1400b4-7f47-4758-a89c-f8075e009497,870944,50,Body Lotion,4,Jean Paul Gaultier Classique Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
2d07d1aa-adf8-40c4-97bc-d114ec5194ca,499512,6,Body Lotion,4,AHAVA Mineral Body Lotion - Sea-Kissed 250ml,9a420be2-4df3-4595-a500-2211de5a9701
ac0074af-5bf8-4fe0-aa32-8a9896e9a150,348377.6,3,Body Lotion,5,Mio Sleeping Smoothie Overnight Serum 200ml,9a420be2-4df3-4595-a500-2211de5a9701
4d40e1cc-ea16-480c-ac43-7c6bed9e3a81,640400,2,Body Lotion,5,this works Stress Check CBD Body Cocoon,9a420be2-4df3-4595-a500-2211de5a9701
eab8e0c3-4ef5-4f93-8695-7bb15354b679,627592,50,Body Lotion,4,Chloé Nomade Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
6542d755-bc46-4389-beb3-9ee454e5d6d5,691632,3,Body Lotion,4,Molton Brown Rose Dunes Body Lotion 300ml,9a420be2-4df3-4595-a500-2211de5a9701
fc7f390e-473a-4a7d-ba6c-ed0ea2b13577,204928,2,Body Lotion,5,Sanctuary Spa Signature Collection Hand Lotion 250ml,9a420be2-4df3-4595-a500-2211de5a9701
d18ff4a1-b36a-4110-9150-077141efcf74,845328,50,Body Lotion,5,AHAVA Dermud Intensive Body Lotion 8.5 oz,9a420be2-4df3-4595-a500-2211de5a9701
7cabeab9-5211-4848-8b5f-92a8a32b2fb2,360417.12,8,Body Lotion,5,Eucerin AtoControl Body Care Lotion 250ml,9a420be2-4df3-4595-a500-2211de5a9701
efeb11e6-19e6-4dd5-a677-3ad5b67a6602,614784,22,Body Lotion,4,AMELIORATE Transforming Body Lotion Illuminating Glow Formula 200ml,9a420be2-4df3-4595-a500-2211de5a9701
d1d8e308-7484-48d2-a499-3a3eefb0933b,3253232,50,Body Lotion,5,BVLGARI Omnia Crystalline Xmas Set,9a420be2-4df3-4595-a500-2211de5a9701
ab074d09-d857-4086-97bb-d655f47a6bd8,1511344,50,Body Lotion,4,Hermès Eau des Merveilles Perfumed Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
a5d342ed-a9e9-4f94-a4cb-fe420c22d213,563552,4,Body Wash,4,Fresh Milk Body Cleanser 260ml,9a420be2-4df3-4595-a500-2211de5a9701
901844b7-d10f-499b-a4d4-b5f562442312,192120,4,Body Lotion,5,Sanctuary Spa Signature Collection Heel Balm 75ml,9a420be2-4df3-4595-a500-2211de5a9701
5038dac3-89f0-45ed-a6f0-09fb158de625,278702.08,3,Body Lotion,5,Cetaphil PRO Moisture-Lipid Body Wash 295ml,9a420be2-4df3-4595-a500-2211de5a9701
a29fc065-bb35-4d5e-ba3e-6fc494d24e12,614784,1,Body Lotion,5,Mauli Reawaken Hand and Body Lotion,9a420be2-4df3-4595-a500-2211de5a9701
99542106-7c0e-44d9-b8e3-0d9a4443e4c9,691632,4,Body Lotion,4,Aveda Beautifying Body Moisturiser 200ml,9a420be2-4df3-4595-a500-2211de5a9701
6d69edd7-3f18-4c45-af27-c337281cab3b,266406.4,1,Body Lotion,5,Mio Muscle Motivator Revitalising Gel 125ml,9a420be2-4df3-4595-a500-2211de5a9701
f4532f3b-0ac4-4752-81b5-332457c14455,125006.08,7,Body Lotion,4,Aveeno Moisturising Cream 100ml,9a420be2-4df3-4595-a500-2211de5a9701
a479b8bc-7c12-4f67-9fc4-04d9c2e020a9,276652.8,5,Body Lotion,5,AMELIORATE 3 Steps to Smooth Skin (Christmas Edition),9a420be2-4df3-4595-a500-2211de5a9701
ebcb285b-ebf2-4f61-98fd-df0060b8e8d5,128080,2,Body Lotion,5,Bulldog Original Body Lotion 250ml,9a420be2-4df3-4595-a500-2211de5a9701
4f9583d2-836e-4772-b5f9-cbcc38af96f6,849170.4,1,Body Lotion,4,Issey Miyake L'Eau d'Issey Moisturising Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
d5586eff-9097-4def-aa36-5a8afec9e28f,294327.84,10,Body Lotion,5,Burt's Bees Baby Bee Nourishing Lotion (170g),9a420be2-4df3-4595-a500-2211de5a9701
3c8979d3-9e59-4633-885e-2dba232b9b42,518724,6,Body Lotion,5,AHAVA Smoothing Kale and Turmeric Body Lotion 250ml,9a420be2-4df3-4595-a500-2211de5a9701
40c38545-99cb-4991-886d-d1ad735c05a6,448280,23,Body Lotion,5,Mio Future Proof Body Butter 240ml,9a420be2-4df3-4595-a500-2211de5a9701
51e261f7-70db-4042-9087-be60bc9b5c8d,653208,3,Body Lotion,4,Molton Brown Flora Luminare Body Lotion 300ml,9a420be2-4df3-4595-a500-2211de5a9701
c98e67ec-ac4d-4cff-a906-ac5f6fd94ab9,461088,4,Body Lotion,5,Caudalie Vinotherapist Nourishing Body Lotion 200ml,9a420be2-4df3-4595-a500-2211de5a9701
fb1dfcbe-4fb1-47b2-9b72-fa7a78eee7f9,1229568,50,Body Lotion,5,Jo Malone London Grapefruit Body and Hand Lotion 250ml,9a420be2-4df3-4595-a500-2211de5a9701
0acdfc6c-9123-4747-a548-c0dfa3e6e612,717248,2,Body Lotion,5,Jo Malone London Lime Basil and Mandarin Body and Hand Lotion (Various Sizes),9a420be2-4df3-4595-a500-2211de5a9701
f792b8a5-f99c-4db0-8640-cca8859baa1e,281519.84,5,Body Lotion,4,Uriage Bariéderm Cica-Cream with Copper-Zinc SPF50+ 40ml,9a420be2-4df3-4595-a500-2211de5a9701
a19c5e6b-7188-4f5b-a78f-8e0497332762,1536960,50,Body Lotion,4,Maison Margiela Replica Lazy Sunday Morning Body Lotion 400ml,9a420be2-4df3-4595-a500-2211de5a9701
d17f3bcd-c0e5-4b03-88a6-da611f238a7a,768480,50,Body Lotion,5,Molton Brown Orange and Bergamot Body Lotion 300ml,9a420be2-4df3-4595-a500-2211de5a9701
e513669c-8f7c-4287-b3fa-6dc8c2f3b919,594291.2,29,Body Lotion,5,Elizabeth Arden Eight Hour Skin Protectant – Lightly Scented (50ml),9a420be2-4df3-4595-a500-2211de5a9701
12394682-9b5a-4785-bc93-b306dec7acb2,768480,2,Body Lotion,4,"philosophy Amazing Grace Magnolia Shampoo, Bath and Shower Gel 480ml",9a420be2-4df3-4595-a500-2211de5a9701
7184cf40-1b10-4df4-a0c9-6e9d58d8b699,768480,50,Body Lotion,4,Molton Brown Relaxing Ylang-Ylang Body Lotion 300ml,9a420be2-4df3-4595-a500-2211de5a9701
6f0f8ec1-40c8-49d1-a3f8-d1c68baab3d6,1152720,4,Body Lotion,5,Estée Lauder Beautiful Perfumed Body Lotion 250ml,9a420be2-4df3-4595-a500-2211de5a9701
3f3671c3-8831-4bc4-a5d1-1918c322b5ac,573798.4,3,Body Lotion,5,Ultrasun Mineral Body SPF50 Lotion 100ml,9a420be2-4df3-4595-a500-2211de5a9701
63ff4b95-8521-46b7-b7e5-f5e27c13738a,653208,12,Body Lotion,4,Molton Brown Suede Orris Body Lotion,9a420be2-4df3-4595-a500-2211de5a9701
15d66d35-5ce2-4d1e-bdfd-7ca8942472cb,653208,4,Body Lotion,5,Molton Brown Delicious Rhubarb and Rose Body Lotion (300ml),9a420be2-4df3-4595-a500-2211de5a9701
136843f0-406d-4fa1-8751-3f298ebd8007,178031.2,50,Body Lotion,5,Frank Body Perky Sculpting Body Hydrator Mini 50g,9a420be2-4df3-4595-a500-2211de5a9701
f1fb6b7d-70e6-49f0-8254-3d69b8926644,537936,1,Body Lotion,5,Grown Alchemist Body Cream - Mandarin Rosemary Leaf 4.23 oz.,9a420be2-4df3-4595-a500-2211de5a9701
277ace4c-2242-4bde-afe9-e8f44d9a24d7,640400,2,Body Lotion,4,Glasshouse Fragrances Midnight in Milan Body Lotion 400ml,9a420be2-4df3-4595-a500-2211de5a9701
27b42378-8502-46cd-8bf8-4115b38f03d2,794096,50,Body Lotion,5,Aesop Petitgrain Reviving Body Gel 150ml,9a420be2-4df3-4595-a500-2211de5a9701
dbcea3ba-646a-48a9-8ca0-7ea7d4dde2e7,666016,2,Body Lotion,5,Fresh Body Lotion,9a420be2-4df3-4595-a500-2211de5a9701
1b7c0f29-8192-4691-8cd2-75fa647afd63,294327.84,21,Body Lotion,5,Burt's Bees Milk & Honey Body Lotion,9a420be2-4df3-4595-a500-2211de5a9701
bf58e3ff-09c5-4c02-b1a9-76af36e00a34,691632,50,Body Lotion,5,Fresh Sugar Lychee Body Lotion 300ml,9a420be2-4df3-4595-a500-2211de5a9701
